0,0.6342891666920439,0.9145938206195009,0.35398465640964355,3480802
0,0.6342891666920439,0.9145938206195009,0.35398465640964355,3480802
500,0.6296287464785414,0.9090318840313238,0.35022575257081556,3480802
1000,0.6289115267113728,0.9081585220877257,0.3496646749800764,3480802
1500,0.6284295975467723,0.9074690258164642,0.34939002563202387,3480802
2000,0.6280305515797796,0.9070185549192399,0.34904247641779107,3480802
2500,0.6275408655821273,0.906393411633296,0.34868839135348695,3480802
3000,0.6271282451572943,0.9058877810343708,0.3483686733689535,3480802
3500,0.6267261826441147,0.9055476295405485,0.34790473574768116,3480802
4000,0.6262937392014829,0.9049224862546046,0.3476649921483612,3480802
4500,0.6259669466979162,0.9043616959539784,0.3475721974418539,3480802
5000,0.6256428834504232,0.9041410571471747,0.34714470975367173,3480802
5500,0.6253080468236918,0.9038928384895205,0.3467233988029196,3480802
6000,0.6250013646280369,0.9034423675922962,0.3465604334863057,3480802
6500,0.6247971731802039,0.9030378631131561,0.3465564473359875,3480802
7000,0.6245505346181713,0.9028448041572028,0.34625619325661156,3480802
7065,0.6245180708353995,0.9027436780374178,0.34629246363338106,3480802
7065,0.6245180708353995,0.9027436780374178,0.34629246363338106,3480802
7500,0.6245229547673209,0.9029183504261374,0.34612763093103255,3480802
8000,0.6244033702577739,0.902835610873586,0.3459710219081694,3480802
8500,0.624306194377043,0.9027896444555019,0.3458228879436406,3480802
9000,0.6242498855148899,0.902734484753801,0.34576535809850717,3480802
9500,0.6241239088003282,0.9024678795289132,0.3457800098942715,3480802
