1,3882.14013671875,507517.6875,1.6666666666666668e-07
2,5375.51708984375,,3.3333333333333335e-07
3,4835.583984375,,5.000000000000001e-07
4,4438.466796875,,6.666666666666667e-07
5,3953.802001953125,,8.333333333333333e-07
6,3887.8935546875,,1.0000000000000002e-06
7,3897.8759765625,,1.1666666666666668e-06
8,4561.37109375,,1.3333333333333334e-06
9,3971.53466796875,,1.5e-06
10,4853.26171875,,1.6666666666666667e-06
11,4193.927734375,,1.8333333333333335e-06
12,5330.67138671875,,2.0000000000000003e-06
13,3364.0283203125,,2.166666666666667e-06
14,3632.263427734375,,2.3333333333333336e-06
15,4132.1396484375,,2.5e-06
16,3971.58349609375,,2.666666666666667e-06
17,4895.220703125,,2.8333333333333335e-06
18,3772.353759765625,,3e-06
19,3198.87890625,,3.166666666666667e-06
20,4544.31005859375,,3.3333333333333333e-06
21,4840.9033203125,,3.5000000000000004e-06
22,3557.310546875,,3.666666666666667e-06
23,5219.669921875,,3.833333333333334e-06
24,4736.0361328125,,4.000000000000001e-06
25,3697.39501953125,,4.166666666666667e-06
26,4376.4580078125,,4.333333333333334e-06
27,4343.86572265625,,4.5e-06
28,3759.3857421875,,4.666666666666667e-06
29,2781.72021484375,,4.833333333333333e-06
30,4659.1484375,,5e-06
31,4954.8798828125,,5.166666666666667e-06
32,4737.794921875,,5.333333333333334e-06
33,4919.384765625,,5.500000000000001e-06
34,3428.96240234375,,5.666666666666667e-06
35,3269.72509765625,,5.833333333333334e-06
36,4571.7822265625,,6e-06
37,3892.33447265625,,6.166666666666667e-06
38,3419.0625,,6.333333333333334e-06
39,4120.896484375,,6.5000000000000004e-06
40,4651.2744140625,,6.666666666666667e-06
41,4029.76171875,,6.833333333333333e-06
42,3800.2197265625,,7.000000000000001e-06
43,4436.7333984375,,7.166666666666667e-06
44,4343.5185546875,,7.333333333333334e-06
45,3191.859375,,7.5e-06
46,4920.1640625,,7.666666666666667e-06
47,3589.7998046875,,7.833333333333333e-06
48,3063.40185546875,,8.000000000000001e-06
49,3435.166015625,,8.166666666666668e-06
50,4617.72119140625,,8.333333333333334e-06
51,4226.2431640625,,8.500000000000002e-06
52,4534.5634765625,,8.666666666666668e-06
53,4502.39794921875,,8.833333333333334e-06
54,4382.55224609375,,9e-06
55,3429.59228515625,,9.166666666666666e-06
56,4041.009765625,,9.333333333333334e-06
57,4796.5732421875,,9.5e-06
58,3347.847900390625,,9.666666666666667e-06
59,4490.6552734375,,9.833333333333333e-06
60,3426.21728515625,,1e-05
61,3605.72216796875,,1.0166666666666667e-05
62,3638.69873046875,,1.0333333333333333e-05
63,4852.462890625,,1.05e-05
64,4882.27294921875,,1.0666666666666667e-05
65,3219.365234375,,1.0833333333333334e-05
66,4473.2412109375,,1.1000000000000001e-05
67,4400.99658203125,,1.1166666666666668e-05
68,4393.7197265625,,1.1333333333333334e-05
69,3600.72119140625,,1.1500000000000002e-05
70,4068.07177734375,,1.1666666666666668e-05
71,4221.7431640625,,1.1833333333333334e-05
72,3492.2138671875,,1.2e-05
73,4121.2890625,,1.2166666666666668e-05
74,4368.125,,1.2333333333333334e-05
75,5577.77099609375,,1.25e-05
76,4338.2509765625,,1.2666666666666668e-05
77,5007.044921875,,1.2833333333333333e-05
78,3742.35009765625,,1.3000000000000001e-05
79,3141.95703125,,1.3166666666666665e-05
80,3058.14794921875,,1.3333333333333333e-05
81,4435.5673828125,,1.3500000000000001e-05
82,2546.56787109375,,1.3666666666666666e-05
83,4663.5634765625,,1.3833333333333334e-05
84,3655.829345703125,,1.4000000000000001e-05
85,4079.114013671875,,1.4166666666666668e-05
86,4510.482421875,,1.4333333333333334e-05
87,3775.90771484375,,1.45e-05
88,3320.8134765625,,1.4666666666666668e-05
89,3383.44580078125,,1.4833333333333336e-05
90,2742.8232421875,,1.5e-05
91,4511.98974609375,,1.5166666666666668e-05
92,4304.80615234375,,1.5333333333333334e-05
93,3530.2705078125,,1.55e-05
94,2753.73095703125,,1.5666666666666667e-05
95,3810.697265625,,1.5833333333333333e-05
96,3498.999267578125,,1.6000000000000003e-05
97,5534.3779296875,,1.6166666666666665e-05
98,3543.04296875,,1.6333333333333335e-05
99,3803.9013671875,,1.65e-05
100,2788.540771484375,,1.6666666666666667e-05
101,3618.562744140625,,1.6833333333333334e-05
102,3711.406494140625,,1.7000000000000003e-05
103,3727.501953125,,1.7166666666666666e-05
104,3630.58935546875,,1.7333333333333336e-05
105,3814.05419921875,,1.75e-05
106,3839.99560546875,,1.7666666666666668e-05
107,3710.21484375,,1.7833333333333334e-05
108,4237.91796875,,1.8e-05
109,3407.264404296875,,1.8166666666666667e-05
110,3391.74462890625,,1.8333333333333333e-05
111,3047.2138671875,,1.85e-05
112,3461.596435546875,,1.866666666666667e-05
113,4329.21484375,,1.8833333333333335e-05
114,3167.4267578125,,1.9e-05
115,4005.45947265625,,1.9166666666666667e-05
116,3531.7890625,,1.9333333333333333e-05
117,3896.997802734375,,1.9500000000000003e-05
118,5101.44775390625,,1.9666666666666666e-05
119,4182.03955078125,,1.9833333333333335e-05
120,3667.93115234375,,2e-05
121,3902.733642578125,,2.0166666666666668e-05
122,5651.8154296875,,2.0333333333333334e-05
123,4371.8134765625,,2.05e-05
124,4621.33935546875,,2.0666666666666666e-05
125,4887.0830078125,,2.0833333333333336e-05
126,4862.904296875,,2.1e-05
127,3734.158203125,,2.116666666666667e-05
128,2434.59228515625,,2.1333333333333335e-05
129,4672.515625,,2.15e-05
130,3566.0615234375,,2.1666666666666667e-05
131,3337.53076171875,,2.1833333333333333e-05
132,4207.04296875,,2.2000000000000003e-05
133,3756.41845703125,,2.216666666666667e-05
134,4516.98291015625,,2.2333333333333335e-05
135,3811.196533203125,,2.25e-05
136,4087.745361328125,,2.2666666666666668e-05
137,4114.77978515625,,2.2833333333333334e-05
138,4155.40673828125,,2.3000000000000003e-05
139,4230.94482421875,,2.3166666666666666e-05
140,3983.304931640625,,2.3333333333333336e-05
141,3133.469482421875,,2.35e-05
142,3429.7822265625,,2.3666666666666668e-05
143,3421.73291015625,,2.3833333333333334e-05
144,5154.0537109375,,2.4e-05
