2025-05-19 18:19:44,074 INFO    MainThread:24048 [wandb_setup.py:_flush():70] Current SDK version is 0.19.11
2025-05-19 18:19:44,075 INFO    MainThread:24048 [wandb_setup.py:_flush():70] Configure stats pid to 24048
2025-05-19 18:19:44,075 INFO    MainThread:24048 [wandb_setup.py:_flush():70] Loading settings from /h/klambert/.config/wandb/settings
2025-05-19 18:19:44,075 INFO    MainThread:24048 [wandb_setup.py:_flush():70] Loading settings from /fs01/home/klambert/slm_ensembles/wandb/settings
2025-05-19 18:19:44,075 INFO    MainThread:24048 [wandb_setup.py:_flush():70] Loading settings from environment variables
2025-05-19 18:19:44,075 INFO    MainThread:24048 [wandb_init.py:setup_run_log_directory():724] Logging user logs to /fs01/home/klambert/slm_ensembles/wandb/run-20250519_181944-sertsty3/logs/debug.log
2025-05-19 18:19:44,075 INFO    MainThread:24048 [wandb_init.py:setup_run_log_directory():725] Logging internal logs to /fs01/home/klambert/slm_ensembles/wandb/run-20250519_181944-sertsty3/logs/debug-internal.log
2025-05-19 18:19:44,075 INFO    MainThread:24048 [wandb_init.py:init():852] calling init triggers
2025-05-19 18:19:44,075 INFO    MainThread:24048 [wandb_init.py:init():857] wandb.init called with sweep_config: {}
config: {'_wandb': {}}
2025-05-19 18:19:44,075 INFO    MainThread:24048 [wandb_init.py:init():893] starting backend
2025-05-19 18:19:44,075 INFO    MainThread:24048 [wandb_init.py:init():897] sending inform_init request
2025-05-19 18:19:44,081 INFO    MainThread:24048 [backend.py:_multiprocessing_setup():101] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2025-05-19 18:19:44,081 INFO    MainThread:24048 [wandb_init.py:init():907] backend started and connected
2025-05-19 18:19:44,082 INFO    MainThread:24048 [wandb_init.py:init():1005] updated telemetry
2025-05-19 18:19:44,091 INFO    MainThread:24048 [wandb_init.py:init():1029] communicating run to backend with 90.0 second timeout
2025-05-19 18:19:44,397 INFO    MainThread:24048 [wandb_init.py:init():1104] starting run threads in backend
2025-05-19 18:19:44,643 INFO    MainThread:24048 [wandb_run.py:_console_start():2573] atexit reg
2025-05-19 18:19:44,643 INFO    MainThread:24048 [wandb_run.py:_redirect():2421] redirect: wrap_raw
2025-05-19 18:19:44,644 INFO    MainThread:24048 [wandb_run.py:_redirect():2490] Wrapping output streams.
2025-05-19 18:19:44,644 INFO    MainThread:24048 [wandb_run.py:_redirect():2513] Redirects installed.
2025-05-19 18:19:44,651 INFO    MainThread:24048 [wandb_init.py:init():1150] run started, returning control to user process
2025-05-19 18:19:44,652 INFO    MainThread:24048 [wandb_run.py:_config_callback():1436] config_cb None None {'student_model': 'Qwen/Qwen2.5-0.5B-Instruct', 'teacher_model': 'Qwen/Qwen2.5-1.5B-Instruct', 'total_rounds': 10, 'steps_per_round': 1000, 'training_start_time': '2025-05-19 18:19:43'}
2025-05-19 18:19:54,142 INFO    MsgRouterThr:24048 [mailbox.py:close():129] [no run ID] Closing mailbox, abandoning 1 handles.
